src_id,src_numeric_id,name_en,name_ar,category,tier,institution,url,url_raw,access_method,update_frequency,cadence,license,reliability_score,geographic_coverage,coverage,typical_lag_days,typical_lag_text,auth,data_fields,ingestion_method,yeto_usage,yeto_module,granularity_caveats,notes,tags,origin,status,active
SRC-194,194,Private Sector & Chambers of Commerce,,Private Sector Data,UNKNOWN,Federation of Yemeni Chambers of Commerce & Industry; business associations,,Surveys and reports (no central source),Surveys/reports from chambers; customs data via chamber if shared,Ad hoc,IRREGULAR,N/A; survey-based data,C,National,"Potential information on number of businesses, impact of war on businesses, import/export hurdles, price surveys; data anecdotal/survey-based",,,,Varies (survey results),Treat as stakeholder; engage to obtain surveys; manually ingest if available,"Enrich Private Sector module (business sentiment, logistics challenges); scenario assumptions for private investment; Research hub","Private Sector Module, Scenario Simulator, Research Hub","Data is anecdotal, not systematic; Data Gap likely; flagged as such",,"Private Sector Data;Private Sector Module, Scenario Simulator, Research Hub",master,PENDING_REVIEW,True
SRC-195,195,Remote Sensing (Night Lights – VIIRS),,Proxy Indicators,T2,NASA/NOAA,,NOAA/NASA Nighttime Lights data (monthly composites via Earth Observation portals),Bulk file download (GeoTIFF); processing to extract indices; possible use of Google Earth Engine,Monthly,MONTHLY,Open (US government data),B,Global,Average nighttime radiance at 0.5 km resolution; aggregated to national or governorate level; covers 2012–present (earlier via DMSP),,~1 month after end of month,,"Month, radiance index (by region if processed)","Data pipeline – fetch monthly raster, compute summary metrics (e.g. total luminosity by governorate); filter anomalies; store time series; Data Gap if retrieval fails",Economic activity proxy on macro dashboard; scenario modeling (recovery scenarios); interactive maps; timeline overlays,"Macro Trends, Energy & Infrastructure, Interactive Maps, Timeline",Granularity ~0.5 km aggregated; proxies require interpretation; anomalies from fires or flaring; not direct GDP measure; flagged as experimental indicator,,"Proxy Indicators;Macro Trends, Energy & Infrastructure, Interactive Maps, Timeline",master,PENDING_REVIEW,True
SRC-196,196,ACAPS Yemen Analysis (YETI),,Research/Think‑Tank,T2,ACAPS,,ACAPS YETI publications (PDFs or dashboards),Document access – PDF reports (no API),Periodic (scenarios/analyses as published),IRREGULAR,Public reports; usage with attribution; content may be under CC BY,B,International NGO,Analytical products on Yemen’s economy and humanitarian situation; scenarios and risk analysis; not numerical data but narrative context,,N/A – publishes as events require,,"Narrative content, scenario assumptions, risk factors",Document ingestion; store reports in Research Hub; no structured data extraction except manual summarization,Provides qualitative context in Research Hub; informs Scenario Simulator; AI assistant uses narrative insights,"Scenario Simulator (pre‑modelled scenarios), Research Hub, AI Assistant",Narrative analysis; not structured data; used for context not metrics,,"Research/Think‑Tank;Scenario Simulator (pre‑modelled scenarios), Research Hub, AI Assistant",master,PENDING_REVIEW,True
SRC-197,197,Rethinking Yemen’s Economy (RYE),,Research/Think‑Tank,UNKNOWN,Sana’a Center & Partners,,Policy briefs and papers (PDF),Document access (no API),Periodic,IRREGULAR,Public reports; usage with attribution,B,International collaboration,"Deep dive reports on fuel subsidies, central bank, private sector and other topics; narrative analysis; may include bespoke data or surveys",,N/A – as published,,"Narrative analysis, data tables (if included)",Document ingestion; store in Research Hub; manual extraction of bespoke data,Enriches Glossary (definitions with Yemen context); informs Research Library; supports AI assistant responses; Stakeholder pages may link relevant briefs,"Research Hub, Glossary, Stakeholder Pages, AI Assistant",Narrative analysis; not systematic data; used for context and definitions,,"Research/Think‑Tank;Research Hub, Glossary, Stakeholder Pages, AI Assistant",master,PENDING_REVIEW,True
SRC-198,198,Prospects,,,T1,United Nations,https://population.un.org/datap,https://population.un.org/datap,WEB,,,,,,,,,,,connector_web,,,,,,inclusive_pdf,ACTIVE,True
SRC-199,199,Database,,,T1,United Nations,https://unstats.un.org/SDGAPI/v,https://unstats.un.org/SDGAPI/v,API,,,,,,,,,,,connector_api,,,,,,inclusive_pdf,ACTIVE,True
SRC-200,200,https://finDevgateway.org FATF (Financial Action Task Force) Grey List/Mutual Evaluation,,,UNKNOWN,FATF,https://www.fatf-,https://www.fatf-,WEB,,,,,,,,,,,connector_web,,,,,,inclusive_pdf,ACTIVE,True
SRC-201,201,Partnership – Yemen,,,UNKNOWN,,https://internationalbudget.,https://internationalbudget.,WEB,,,,,,,,,,,connector_web,,,,,,inclusive_pdf,ACTIVE,True
SRC-202,202,International Data,,,T1,US Energy Information Administration (EIA),https://www.eia.gov/internationa,https://www.eia.gov/internationa,WEB,,,,,,,,,,,connector_web,,,,,,inclusive_pdf,ACTIVE,True
SRC-203,203,World Economic Outlook (WEO),,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-204,204,Fiscal Monitor,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-205,205,2 Population Projections,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-206,206,(archived),,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-207,207,Yemen,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-208,208,Night‐Time Lights Arabia,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-209,209,Market Bulletin,,,T3,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-210,210,Rate Feed,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-211,211,Reports,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-212,212,(Top Enterprises),,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-213,213,Investments,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-214,214,Program (ATFP),,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-215,215,Finance Gap Database,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-216,216,https://www.gsma.com/mobilemoneymetrics/ Money Changers (Licensed and Unlicensed) Registry,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-217,217,Announcers,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-218,218,Authority (if available),,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-219,219,"Mukalla Throughput 
Licensing Data Reports",,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-220,220,Reports SRC-069 | Trade regulation | National,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-221,221,Papers,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-222,222,Economic & Corporate Affairs),,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-223,223,Company,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-224,224,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,inclusive_pdf,PENDING_REVIEW,True
SRC-225,225,"yeto.causewaygrp.com,",,,UNKNOWN,,"https://yeto.causewaygrp.com,","https://yeto.causewaygrp.com,",WEB,,,,,,,,,,,connector_web,,,,,,url_extract,ACTIVE,True
